0 	0 	0 	2.54776e-05 	0 	0 	-1.67651e-05 	0 	0 	5.8233e-06 	0 	0 	5.8233e-06 	0 	0 	1.72007e-05 	0 	0 	-1.72007e-05
0.055 	0 	0 	2.54409e-05 	0 	0 	-1.67409e-05 	0 	0 	5.8149e-06 	0 	0 	5.8149e-06 	0 	0 	1.75341e-05 	0 	0 	-1.75341e-05
0.105 	0 	0 	2.54547e-05 	0 	0 	-1.67501e-05 	0 	0 	5.81807e-06 	0 	0 	5.81807e-06 	0 	0 	1.78759e-05 	0 	0 	-1.78759e-05
0.155 	0 	0 	2.54642e-05 	0 	0 	-1.67562e-05 	0 	0 	5.82021e-06 	0 	0 	5.82021e-06 	0 	0 	1.82214e-05 	0 	0 	-1.82214e-05
0.205 	0 	0 	2.54689e-05 	0 	0 	-1.67593e-05 	0 	0 	5.82129e-06 	0 	0 	5.82129e-06 	0 	0 	1.85702e-05 	0 	0 	-1.85702e-05
0.255 	0 	0 	2.54714e-05 	0 	0 	-1.6761e-05 	0 	0 	5.82188e-06 	0 	0 	5.82188e-06 	0 	0 	1.89242e-05 	0 	0 	-1.89242e-05
0.305 	0 	0 	2.5473e-05 	0 	0 	-1.67621e-05 	0 	0 	5.82224e-06 	0 	0 	5.82224e-06 	0 	0 	1.92842e-05 	0 	0 	-1.92842e-05
0.355 	0 	0 	2.54741e-05 	0 	0 	-1.67628e-05 	0 	0 	5.82248e-06 	0 	0 	5.82248e-06 	0 	0 	1.96506e-05 	0 	0 	-1.96506e-05
0.405 	0 	0 	2.54748e-05 	0 	0 	-1.67632e-05 	0 	0 	5.82265e-06 	0 	0 	5.82265e-06 	0 	0 	2.00237e-05 	0 	0 	-2.00237e-05
0.455 	0 	0 	2.54753e-05 	0 	0 	-1.67636e-05 	0 	0 	5.82277e-06 	0 	0 	5.82277e-06 	0 	0 	2.04038e-05 	0 	0 	-2.04038e-05
0.505 	0 	0 	2.54757e-05 	0 	0 	-1.67638e-05 	0 	0 	5.82286e-06 	0 	0 	5.82286e-06 	0 	0 	2.0791e-05 	0 	0 	-2.0791e-05
0.555 	0 	0 	2.5476e-05 	0 	0 	-1.6764e-05 	0 	0 	5.82292e-06 	0 	0 	5.82292e-06 	0 	0 	2.11854e-05 	0 	0 	-2.11854e-05
0.605 	0 	0 	2.54762e-05 	0 	0 	-1.67642e-05 	0 	0 	5.82298e-06 	0 	0 	5.82298e-06 	0 	0 	2.15874e-05 	0 	0 	-2.15874e-05
0.655 	0 	0 	2.54764e-05 	0 	0 	-1.67643e-05 	0 	0 	5.82302e-06 	0 	0 	5.82302e-06 	0 	0 	2.19969e-05 	0 	0 	-2.19969e-05
0.705 	0 	0 	2.54766e-05 	0 	0 	-1.67644e-05 	0 	0 	5.82306e-06 	0 	0 	5.82306e-06 	0 	0 	2.24141e-05 	0 	0 	-2.24141e-05
0.755 	0 	0 	2.54767e-05 	0 	0 	-1.67645e-05 	0 	0 	5.82309e-06 	0 	0 	5.82309e-06 	0 	0 	2.28392e-05 	0 	0 	-2.28392e-05
0.805 	0 	0 	2.54768e-05 	0 	0 	-1.67646e-05 	0 	0 	5.82311e-06 	0 	0 	5.82311e-06 	0 	0 	2.32724e-05 	0 	0 	-2.32724e-05
0.855 	0 	0 	2.54769e-05 	0 	0 	-1.67646e-05 	0 	0 	5.82313e-06 	0 	0 	5.82313e-06 	0 	0 	2.37137e-05 	0 	0 	-2.37137e-05
0.905 	0 	0 	2.5477e-05 	0 	0 	-1.67647e-05 	0 	0 	5.82315e-06 	0 	0 	5.82315e-06 	0 	0 	2.41634e-05 	0 	0 	-2.41634e-05
0.955 	0 	0 	2.5477e-05 	0 	0 	-1.67647e-05 	0 	0 	5.82316e-06 	0 	0 	5.82316e-06 	0 	0 	2.46217e-05 	0 	0 	-2.46217e-05
0.985 	0 	0 	2.54773e-05 	0 	0 	-1.67648e-05 	0 	0 	5.8232e-06 	0 	0 	5.8232e-06 	0 	0 	2.49009e-05 	0 	0 	-2.49009e-05
1 	0 	0 	2.54776e-05 	0 	0 	-1.67651e-05 	0 	0 	5.8233e-06 	0 	0 	5.8233e-06 	0 	0 	2.5042e-05 	0 	0 	-2.5042e-05
